"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_url"
"2313767";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313767";"SBR";"1";"0";"709";"Subemenda de Relator";"Assim, votamos pela constitucionalidade, juridicidade e boa técnica legislativa do PL nº 5.717/16 e do PL nº 8.988/17 (apensado); pela constitucionalidade, juridicidade e boa técnica legislativa do substitutivo/CTASP, com a redação dada pela subemenda em anexo; e finalmente pela constitucionalidade, juridicidade e boa técnica legislativa da subemenda/CVT ao substitutivo/CTASP.";"";"";"2022-01-10T20:34:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2177174";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2125244";"";"2022-01-10T20:34:00";"1";"";"";"";"";"";"Apresentação de Proposição";"100";"";"";"Apresentação da Subemenda de Relator n. 1 CCJC, pela Deputada Christiane de Souza Yared (PL-PR).";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2125244"
"2313775";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313775";"MSC";"21";"2022";"411";"Mensagem de Acordos, convênios, tratados e atos internacionais";"Submete à elevada consideração  dos Senhores Membros do Congresso Nacional, nos termos do disposto no art. 49, inciso I, combinado com o art. 84, inciso VIII, da Constituição, acompanhado de Exposição de Motivos do Senhor Ministro de Estado das Relações Exteriores, o texto do Acordo sobre a Mobilidade entre os Estados-Membros da Comunidade dos Países de Língua Portuguesa (CPLP), assinado em Luanda, em 17 de julho de 2021.";"";"";"2022-01-14T15:54:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130508";"";"2022-02-03T15:15:00";"6";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"Prioridade (Art. 151, II, RICD)";"Apresentação de Requerimento";"194";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 29/2022, pelo Deputado Aécio Neves  (PSDB/MG) e outros, que ""Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência da MSC 21/2022"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131820"
"2313776";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313776";"MPV";"1096";"2022";"291";"Medida Provisória";"Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 550.000.000,00, para o fim que especifica";"";"";"2022-01-21T09:23:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130600";"";"2022-02-04T00:00:00";"7";"";"6855";"CMO";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6855";"Urgência (Art. 62, CF)";"Notificações";"1005";"Enviada ao Congresso Nacional";"1299";"Encerrado o prazo regimental, à Medida Provisória, foram apresentadas 6 (seis) emendas. Conforme Instrução Normativa da Secretaria-Geral da Mesa nº 14/2020. A matéria será publicada no DCN de 10/02/2022.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2132446"
"2313777";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313777";"MPV";"1097";"2022";"291";"Medida Provisória";"Abre crédito extraordinário, em favor do Ministério da Infraestrutura, no valor de R$ 418.000.000,00, para o fim que especifica";"";"";"2022-01-21T09:26:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130601";"";"2022-02-04T00:00:00";"7";"";"6855";"CMO";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6855";"Urgência (Art. 62, CF)";"Notificações";"1005";"Enviada ao Congresso Nacional";"1299";"Encerrado o prazo regimental, à Medida Provisória, foram apresentadas 2 (duas) emendas. Conforme Instrução Normativa da Secretaria-Geral da Mesa nº 14/2020. A matéria será publicada no DCN de 10/02/2022.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2132448"
"2313778";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313778";"MPV";"1098";"2022";"291";"Medida Provisória";"Dispõe sobre procedimentos de suspensãode concessões ou de outras obrigações na hipótese de descumprimento de obrigações multilaterais por membro da Organização Mundial do Comércio e altera a Lei nº 12.270, de 24 de junho de 2010.";"";"";"2022-01-27T09:01:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130691";"";"2022-01-27T00:00:00";"3";"";"";"";"";"Urgência (Art. 62, CF)";"Abertura de Prazo";"350";"";"";"Prazo para Emendas: 02/02/2022 a 03/02/2022. 
Comissão Mista: *
Sobrestar Pauta: a partir de 19/03/2022. 
Congresso Nacional: 02/02/2022 a 02/04/2022. 
Prorrogação pelo Congresso Nacional: 

*Nos termos do parágrafo único do art. 2º do Ato Conjunto nº 1, de 2020, durante a pandemia de Covid-19, o parecer da Comissão Mista será proferido, em Plenário, por parlamentar designado na forma regimental.";""
"2313779";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313779";"MSC";"27";"2022";"411";"Mensagem de Acordos, convênios, tratados e atos internacionais";"Submete à consideração  dos membros do Congresso Nacional,  nos termos do disposto no art. 49, inciso I, combinado com o art. 84, inciso VIII, da Constituição, acompanhado de Exposição de Motivos dos Senhores Ministros de Estado das Relações Exteriores e da Justiça e Segurança Pública, o texto do Acordo  entre a República Federativa do Brasil e a República da Índia sobre Assistência Jurídica Mútua em Matéria Penal, assinado em Nova Délhi, em 25 de janeiro de 2020.";"";"";"2022-01-27T17:03:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130728";"";"2022-02-03T00:00:00";"13";"";"";"";"";"Prioridade (Art. 151, II, RICD)";"Publicação de Proposição";"604";"";"";"Encaminhada à publicação. Publicação Inicial no DCD de 04/02/2022.";""
"2313780";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313780";"DOC";"1";"2022";"859";"Indicação de Líder de Partido ou Bloco Parlamentar";"Indica o Deputado Bira do Pindaré (PSB/MA) como Líder da bancada do PSB";"";"";"2022-01-27T12:23:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130762";"";"2022-02-01T13:05:36";"5";"";"100648";"COMPI(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100648";"";"Relatório de Conferência de Assinaturas";"1042";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Relatório de Conferência de Assinaturas Eletrônicas.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130827"
"2313781";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313781";"MPV";"1099";"2022";"291";"Medida Provisória";"Institui o Programa Nacional de Prestação de Serviço Civil Voluntário e o Prêmio Portas Abertas";"";"";"2022-01-28T10:36:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130767";"";"2022-01-28T00:00:00";"3";"";"";"";"";"Urgência (Art. 62, CF)";"Abertura de Prazo";"350";"";"";"Prazo para Emendas: 02/02/2022 a 03/02/2022. 
Comissão Mista: *
Sobrestar Pauta: a partir de 19/03/2022. 
Congresso Nacional: 02/02/2022 a 02/04/2022. 
Prorrogação pelo Congresso Nacional: 

*Nos termos do parágrafo único do art. 2º do Ato Conjunto nº 1, de 2020, durante a pandemia de Covid-19, o parecer da Comissão Mista será proferido, em Plenário, por parlamentar designado na forma regimental.";""
"2313782";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313782";"DOC";"2";"2022";"859";"Indicação de Líder de Partido ou Bloco Parlamentar";"Indicação do novo líder da Bancada do Partido dos Trabalhadores.";"";"";"2022-01-31T09:34:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130769";"";"2022-02-01T13:16:16";"5";"";"100648";"COMPI(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100648";"";"Relatório de Conferência de Assinaturas";"1042";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Relatório de Conferência de Assinaturas Eletrônicas.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130828"
"2313787";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313787";"DOC";"3";"2022";"859";"Indicação de Líder de Partido ou Bloco Parlamentar";"Troca de Líder do partido NOVO";"";"";"2022-02-01T10:44:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130812";"";"2022-02-01T13:24:31";"5";"";"100648";"COMPI(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100648";"";"Relatório de Conferência de Assinaturas";"1042";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Relatório de Conferência de Assinaturas Eletrônicas.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130829"
"2313788";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313788";"DOC";"4";"2022";"859";"Indicação de Líder de Partido ou Bloco Parlamentar";"Indicação do Deputado Marcelo Moraes (PTB/RS) para líder do PTB durante a 4ª sessão legislativa, da 56ª legislatura.";"";"";"2022-02-01T10:56:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130815";"";"2022-02-01T13:27:31";"5";"";"100648";"COMPI(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100648";"";"Relatório de Conferência de Assinaturas";"1042";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Relatório de Conferência de Assinaturas Eletrônicas.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130830"
"2313789";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313789";"DOC";"5";"2022";"859";"Indicação de Líder de Partido ou Bloco Parlamentar";"INDICAÇÃO DO DEPUTADO VINICIUS CARVALHO PARA LIDER DO REPUBLICANOS NA SESSÃO LEGISLATIVA DE 2022.";"";"";"2022-02-01T11:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130818";"";"2022-02-01T11:09:40";"3";"";"100648";"COMPI(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100648";"";"Relatório de Conferência de Assinaturas";"1042";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Relatório de Conferência de Assinaturas Eletrônicas.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130820"
"2313790";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313790";"DOC";"6";"2022";"859";"Indicação de Líder de Partido ou Bloco Parlamentar";"Nos termos dos parágrafos 2º e 3º do art. 9º do Regimento Interno da Câmara dos Deputados, temos a honra de indicar a Vossa Excelência o DEPUTADO ADOLFO VIANA (PSDB/BA) para exercer a Liderança do PSDB a partir do dia 1º de fevereiro de 2022.";"";"";"2022-02-01T15:47:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130840";"";"2022-02-02T08:33:02";"5";"";"100648";"COMPI(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100648";"";"Relatório de Conferência de Assinaturas";"1042";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Relatório de Conferência de Assinaturas Eletrônicas.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130891"
"2313791";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313791";"DOC";"7";"2022";"859";"Indicação de Líder de Partido ou Bloco Parlamentar";"Indicação do Dep. Euclydes Pettersen como líder do partido.";"";"";"2022-02-02T13:19:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130895";"";"2022-02-02T14:40:18";"5";"";"100648";"COMPI(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100648";"";"Relatório de Conferência de Assinaturas";"1042";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Relatório de Conferência de Assinaturas Eletrônicas.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130898"
"2313792";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313792";"PL";"13";"2022";"139";"Projeto de Lei";"Determina às empresas de transporte de passageiros a implantação de rastreamento no transporte de PETs – animais de estimação";"";"Obrigatoriedade, Empresa de transporte, transporte terrestre, transporte fluvial, transporte aéreo, rastreamento, animal doméstico. _ Critério, acomodação,  bem-estar, transporte, animal doméstico.";"2022-02-02T16:12:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130904";"";"2022-02-02T16:12:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação do Projeto de Lei n. 13/2022, pelo Deputado Alencar Santana Braga  (PT/SP) e outros, que ""Determina às empresas de transporte de passageiros a implantação de rastreamento no transporte de PETs – animais de estimação"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130905"
"2313793";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313793";"PL";"15";"2022";"139";"Projeto de Lei";"Altera a Lei nº 10.260, de 20 de
julho de 2001, que dispõe sobre o
Fundo de Financiamento ao
estudante do Ensino Superior,
para conceder desconto na
quitação antecipada das parcelas
do FIES.";"";"Alteração, Lei do Financiamento Estudantil, critério, desconto, estudante, antecipação, parcela, liquidação, saldo devedor, Fundo de Financiamento Estudantil (Fies).";"2022-02-02T16:12:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130906";"";"2022-02-02T16:12:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 15/2022, pelo Deputado Pompeo de Mattos  (PDT/RS), que ""Altera a Lei nº 10.260, de 20 de
julho de 2001, que dispõe sobre o
Fundo de Financiamento ao
estudante do Ensino Superior,
para conceder desconto na
quitação antecipada das parcelas
do FIES"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130907"
"2313794";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313794";"PL";"16";"2022";"139";"Projeto de Lei";"Estabelece medidas no enfrentamento da corrupção nos órgãos da administração pública direta e indireta, e dá outras providências";"";"";"2022-02-02T16:12:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130908";"";"2022-02-02T16:12:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação do Projeto de Lei n. 16/2022, pelo Deputado Alexandre Frota  (PSDB/SP), que ""Estabelece medidas no enfrentamento da corrupção nos órgãos da administração pública direta e indireta, e dá outras providências"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130909"
"2313795";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313795";"PL";"17";"2022";"139";"Projeto de Lei";"Declara a pratica esportiva do surfe como Patrimônio Cultural e Imaterial do Brasil";"";"Declaração, esporte, surfe, Patrimônio cultural, Patrimônio imaterial.";"2022-02-02T16:13:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130910";"";"2022-02-02T16:13:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação do Projeto de Lei n. 17/2022, pelo Deputado Alexandre Frota  (PSDB/SP), que ""Declara a pratica esportiva do surfe como Patrimônio Cultural e Imaterial do Brasil"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130911"
"2313796";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313796";"PL";"18";"2022";"139";"Projeto de Lei";"Estabelece a proibição de organização com o objetivo de difundir ideias nazistas, segregacionistas, discriminatórias, preconceituosas, eugênicas e propagação de violência ou ódio, seja em qualquer meio de comunicação e dá outras providencias.";"";"Tipicidade penal, criação, organização, finalidade, difusão, nazismo. _Divulgação, nazismo, discriminação, racismo, violência, ódio, mídia. _ Aquisição, comercialização, símbolo, nazismo. _ Reclusão, regime fechado. _ Impossibilidade, graça (direito penal), perdão judicial, anistia, Progressão de regime prisional, Crime imprescritível.";"2022-02-02T16:13:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130912";"";"2022-02-02T16:13:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação do Projeto de Lei n. 18/2022, pelo Deputado Alexandre Frota  (PSDB/SP), que ""Estabelece a proibição de organização com o objetivo de difundir ideias nazistas, segregacionistas, discriminatórias, preconceituosas, eugênicas e propagação de violência ou ódio, seja em qualquer meio de comunicação e dá outras providencias. "".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130913"
"2313797";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313797";"PL";"19";"2022";"139";"Projeto de Lei";"Dispõe sobre medidas emergenciais de amparo aos agricultores familiares para mitigar os impactos socioeconômicos da seca e das enchentes que incidem sobre o país desde o ano de 2021, e dá outras providências.";"";"Medida de emergência, amparo, agricultor familiar, redução, Impacto socioeconômico, decorrência, seca, enchente. _ Prorrogação, prazo, pagamento, crédito rural. _ Criação, Linha de crédito, caráter emergencial, âmbito,  Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf).";"2022-02-02T16:13:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130914";"";"2022-02-02T16:13:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 19/2022, pelo Deputado Pedro Uczai  (PT/SC) e outros, que ""Dispõe sobre medidas emergenciais de amparo aos agricultores familiares para mitigar os impactos socioeconômicos da seca e das enchentes que incidem sobre o país desde o ano de 2021, e dá outras providências.

"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130915"
"2313798";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313798";"PL";"20";"2022";"139";"Projeto de Lei";"Institui o Sistema de Comunicação e Cadastro de Pessoas Desaparecidas e dá outras providências.";"";"Criação, Sistema de Comunicação e Cadastro Nacional de Pessoas Desaparecidas, divulgação, cadastro, pessoa desaparecida.";"2022-02-02T16:13:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130917";"";"2022-02-02T16:13:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 20/2022, pelo Deputado Alexandre Frota  (PSDB/SP), que ""Institui o Sistema de Comunicação e Cadastro de Pessoas Desaparecidas e dá outras providências"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130918"
"2313799";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313799";"PL";"21";"2022";"139";"Projeto de Lei";"Determina que os hospitais, clínicas e postos de saúde que compõem a rede pública, comuniquem formalmente ao Ministério Público, seja estadual ou federal, casos de vestígios de maus-tratos contra a pessoa idosa.";"";"Obrigatoriedade, hospital, clínica especializada, Unidade de saúde, Rede pública de saúde, comunicação, Ministério Público, maus-tratos, idoso.";"2022-02-02T16:13:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130919";"";"2022-02-02T16:13:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação do Projeto de Lei n. 21/2022, pelo Deputado Alexandre Frota  (PSDB/SP), que ""Determina que os hospitais, clínicas e postos de saúde que compõem a rede pública, comuniquem formalmente ao Ministério Público, seja estadual ou federal, casos de vestígios de maus-tratos contra a pessoa idosa"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130920"
"2313800";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313800";"PL";"22";"2022";"139";"Projeto de Lei";"Institui o passaporte vacinal de imunização contra a Covid a ser exigido em todos os órgãos públicos para atendimento presencial do cidadão e dá outras providências";"";"Criação, Passaporte vacinal, certificação, vacinação, Coronavírus. _ Obrigatoriedade, apresentação, passaporte vacinal, atendimento presencial, órgão público, local público. _ Exceção, pessoa, atestado médico, impossibilidade, vacinação, preso,  Flagrante delito, audiência de custódia.";"2022-02-02T16:13:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130921";"";"2022-02-02T16:13:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação do Projeto de Lei n. 22/2022, pelo Deputado Alexandre Frota  (PSDB/SP), que ""Institui o passaporte vacinal de imunização contra a Covid a ser exigido em todos os órgãos públicos para atendimento presencial do cidadão e dá outras providências "".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130922"
"2313801";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313801";"PL";"23";"2022";"139";"Projeto de Lei";"Institui a Campanha Check-up Feminino para orientação e prevenção de doenças, no âmbito do SUS e dá outras providências.";"";"Criação, Campanha Check-up Feminino, campanha educativa, Sistema Único de Saúde (SUS), orientação, mulher, Diagnóstico precoce, prevenção, doença.";"2022-02-02T16:13:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130923";"";"2022-02-02T16:13:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 23/2022, pelo Deputado Alexandre Frota  (PSDB/SP), que ""Institui a Campanha Check-up Feminino para orientação e prevenção de doenças, no âmbito do SUS e dá outras providências"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130924"
"2313802";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313802";"PL";"24";"2022";"139";"Projeto de Lei";"Autoriza o Poder Executivo a criar um sistema virtual que possibilite a célere concessão de medidas protetivas, visando a garantir a segurança das vítimas de violência doméstica e dá outras providências.";"";"Criação, sistema virtual, denúncia, violência doméstica, pedido, medida protetiva, vítima, mulher, diretrizes.";"2022-02-02T16:13:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130925";"";"2022-02-02T16:13:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação do Projeto de Lei n. 24/2022, pelo Deputado Alexandre Frota  (PSDB/SP), que ""Autoriza o Poder Executivo a criar um sistema virtual que possibilite a célere concessão de medidas protetivas, visando a garantir a segurança das vítimas de violência doméstica e dá outras providências"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130926"
"2313803";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313803";"PDL";"3";"2022";"557";"Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo";"Susta os efeitos da solução de consulta nº 214 de 2021 da Receita Federal";"";"Sustação, Solução de consulta, Secretaria Especial da Receita Federal do Brasil, permuta, Criptomoeda, fato gerador, incidência, Imposto sobre a Renda da Pessoa Física (IRPF).";"2022-02-02T16:13:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130927";"";"2022-02-02T16:13:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Pendências";"1220";"Apresentação do Projeto de Decreto Legislativo n. 3/2022, pelo Deputado Kim Kataguiri  (DEM/SP), que ""Susta os efeitos da solução de consulta nº 214 de 2021 da Receita Federal
"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2130927"
