"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_url"
"2313861";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313861";"INC";"2";"2022";"133";"Indicação";"Sugere ao Poder Executivo a elaboração e o encaminhamento, ao Poder Legislativo, de projeto de lei destinado a assegurar os direitos que especifica, dirigidos a agentes policiais que retornem de licença-maternidade.";"";"";"2022-02-02T16:42:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131046";"";"2022-02-02T16:42:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação da Indicação n. 2/2022, pelo Deputado Capitão Alberto Neto  (REPUBLIC/AM), que ""Sugere ao Poder Executivo a elaboração e o encaminhamento, ao Poder Legislativo, de projeto de lei destinado a assegurar os direitos que especifica, dirigidos a agentes policiais que retornem de licença-maternidade"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131047"
"2313862";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313862";"INC";"3";"2022";"133";"Indicação";"Sugere ao Excelentíssimo Ministro da Saúde, Sr.
 Marcelo Queiroga, o envio do medicamento 
Praziquantel à comunidade de agricultores de Santa
 Clara (3º distrito de Porciúncula – RJ), para o
combate à esquistossomose na região.";"";"";"2022-02-02T16:46:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131048";"";"2022-02-02T16:46:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação da Indicação n. 3/2022, pela Deputada Chris Tonietto  (PSL/RJ), que ""Sugere ao Excelentíssimo Ministro da Saúde, Sr.
Marcelo Queiroga, o envio do medicamento
Praziquantel à comunidade de agricultores de Santa
Clara (3º distrito de Porciúncula – RJ), para o
combate à esquistossomose na região"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131049"
"2313863";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313863";"PL";"73";"2022";"139";"Projeto de Lei";"Estabelece o ressarcimento ao SUS pelas despesas realizadas com o atendimento, internações e tratamentos decorrentes da COVID-19 em pacientes não vacinados.";"";"";"2022-02-02T16:44:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131050";"";"2022-02-02T16:44:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 73/2022, pelo Deputado André Figueiredo  (PDT/CE), que ""Estabelece o ressarcimento ao SUS pelas despesas realizadas com o atendimento, internações e tratamentos decorrentes da COVID-19 em pacientes não vacinados"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131051"
"2313864";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313864";"RIC";"3";"2022";"148";"Requerimento de Informação";"Solicita ao Excelentíssimo Ministro da Saúde, Sr. Marcelo Queiroga, informações a respeito do abandono das obras de construção do Centro Especializado de Reabilitação (CER), no município de Porciúncula/RJ.";"";"";"2022-02-02T16:46:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131090";"";"2022-02-02T16:46:00";"1";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Apresentação de Proposição";"100";"Aguardando Designação de Relator";"907";"Apresentação do Requerimento de Informação n. 3/2022, pela Deputada Chris Tonietto  (PSL/RJ), que ""Solicita ao Excelentíssimo Ministro da Saúde, Sr. Marcelo Queiroga, informações a respeito do abandono das obras de construção do Centro Especializado de Reabilitação (CER), no município de Porciúncula/RJ.  "".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131091"
"2313865";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313865";"PL";"74";"2022";"139";"Projeto de Lei";"Dispõe sobre penalidades administrativas contra práticas de atos de discriminação por motivo religioso.";"";"";"2022-02-02T16:47:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131092";"";"2022-02-02T16:47:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 74/2022, pelo Deputado Pedro Augusto Bezerra  (PTB/CE), que ""Dispõe sobre penalidades administrativas contra práticas de atos de discriminação por motivo religioso"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131093"
"2313866";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313866";"REQ";"4";"2022";"356";"Requerimento de Convocação de Ministro de Estado no Plenário";"Requer a convocação do Senhor Marcelo Queiroga, Ministro de Estado da Saúde para prestar esclarecimentos sobre nota técnica assinada por Hélio Angotti Neto, secretário de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde do Ministério da Saúde, bem como sobre recomendação médica para a imunização de crianças contra a COVID-19.";"";"";"2022-02-02T16:50:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131094";"";"2022-02-02T16:50:00";"1";"";"";"";"";"";"Apresentação de Proposição";"100";"";"";"Apresentação do Requerimento n. 4/2022, pela Deputada Jandira Feghali  (PCdoB/RJ) e outros, que ""Requer a convocação do Senhor Marcelo Queiroga, Ministro de Estado da Saúde para prestar esclarecimentos sobre nota técnica assinada por Hélio Angotti Neto, secretário de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde do Ministério da Saúde, bem como sobre recomendação médica para a imunização de crianças contra a COVID-19"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131094"
"2313867";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313867";"INC";"4";"2022";"133";"Indicação";"Sugere a imediata liberação do FGTS de contas vinculadas de trabalhadores vítimas das fortes chuvas ocorridas durante o mês de janeiro de 2022, bem como a criação de linha de crédito especial pelo BNDES e o apoio orçamentário extraordinário da União aos municípios afetados.";"";"";"2022-02-02T16:50:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131097";"";"2022-02-02T16:50:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação da Indicação n. 4/2022, pela Deputada Policial Katia Sastre  (PL/SP), que ""Sugere a imediata liberação do FGTS de contas vinculadas de trabalhadores vítimas das fortes chuvas ocorridas durante o mês de janeiro de 2022, bem como a criação de linha de crédito especial pelo BNDES e o apoio orçamentário extraordinário da União aos municípios afetados
"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131098"
"2313868";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313868";"REQ";"5";"2022";"319";"Requerimento de Retirada de proposição";"Requer a retirada de tramitação e o arquivamento do Projeto de Lei nº 2814/2021 que fixa alíquota do Imposto sobre a Exportação, até 31 de dezembro de 2022, incidente sobre a exportação de milho, classificado no Capítulo 7 e na posição 10.05 da Nomenclatura Comum do Mercosul (NCM).";"";"";"2022-02-02T16:51:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2294092";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131099";"";"2022-02-03T00:00:00";"11";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Publicação de Despacho";"605";"Arquivada";"923";"Publicação inicial no DCD do dia 04/02/2022";""
"2313869";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313869";"RIC";"4";"2022";"148";"Requerimento de Informação";"Solicita informações ao Senhor Ministro do Trabalho e Previdência a respeito do atraso nos processos e na concessão de benefícios pelo Instituto Nacional do Seguro Social – INSS.";"";"";"2022-02-02T16:52:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131104";"";"2022-02-02T16:52:00";"1";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Apresentação de Proposição";"100";"Aguardando Designação de Relator";"907";"Apresentação do Requerimento de Informação n. 4/2022, pela Deputada Chris Tonietto  (PSL/RJ), que ""Solicita informações ao Senhor Ministro do Trabalho e Previdência a respeito do atraso nos processos e na concessão de benefícios pelo Instituto Nacional do Seguro Social – INSS"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131105"
"2313870";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313870";"INC";"5";"2022";"133";"Indicação";"Sugere ao Presidente do Conselho Nacional de Justiça - CNJ, Luiz Fux, maior celeridade nos processos do Sistema Nacional de Adoção e Acolhimento - SNA.";"";"";"2022-02-02T16:53:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131106";"";"2022-02-02T16:53:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação da Indicação n. 5/2022, pela Deputada Chris Tonietto (PSL-RJ), que: ""Sugere ao Presidente do Conselho Nacional de Justiça - CNJ, Luiz Fux, maior celeridade nos processos do Sistema Nacional de Adoção e Acolhimento - SNA"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131106"
"2313871";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313871";"REQ";"6";"2022";"318";"Requerimento de Inclusão na Ordem do Dia";"Requer a inclusão na Ordem do Dia do Plenário do PLP nº 73/2021, que dispõe sobre apoio financeiro da União aos Estados, ao Distrito Federal e aos Municípios para garantir ações emergenciais voltadas ao setor cultural; altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), para não contabilizar na meta de resultado primário as transferências federais aos demais entes da Federação para enfrentamento das consequências sociais e econômicas no setor cultural decorrentes de calamidades públicas ou pandemias; e altera a Lei nº 8.313, de 23 de dezembro de 1991, para atribuir outras fontes de recursos ao Fundo Nacional da Cultura (FNC).";"";"";"2022-02-02T16:56:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2310025";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131109";"";"2022-02-02T16:56:00";"1";"";"100002";"COAPP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100002";"";"Apresentação de Proposição";"100";"Aguardando Encaminhamento";"910";"Apresentação do Requerimento de Inclusão na Ordem do Dia n. 6/2022, pela Deputada Leda Sadala  (AVANTE/AP), que ""Requer a inclusão na Ordem do Dia do Plenário do PLP nº 73/2021, que dispõe sobre apoio financeiro da União aos Estados, ao Distrito Federal e aos Municípios para garantir ações emergenciais voltadas ao setor cultural; altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), para não contabilizar na meta de resultado primário as transferências federais aos demais entes da Federação para enfrentamento das consequências sociais e econômicas no setor cultural decorrentes de calamidades públicas ou pandemias; e altera a Lei nº 8.313, de 23 de dezembro de 1991, para atribuir outras fontes de recursos ao Fundo Nacional da Cultura (FNC)"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131111"
"2313872";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313872";"PL";"75";"2022";"139";"Projeto de Lei";"Institui o Índice Nacional de Insumos para a Produção de Leite Cru – ILC e define competência do Instituto Brasileiro de Geografia e Estatística – IBGE.";"";"";"2022-02-02T16:56:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131112";"";"2022-02-02T16:56:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 75/2022, pelo Deputado Vitor Hugo  (PSL/GO), que ""Institui o Índice Nacional de Insumos para a Produção de Leite Cru – ILC e define competência do Instituto Brasileiro de Geografia e Estatística – IBGE"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131113"
"2313873";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313873";"INC";"6";"2022";"133";"Indicação";"Sugere ao Ministro-Chefe da Casa Civil que, no exercício da sua competência de coordenação e acompanhamento das atividades dos Ministérios na implantação de políticas públicas, promova as devidas articulações com o Ministério da Infraestrutura, por intermédio do Diretor-Presidente da ANAC, Juliano Alcântara Noman, prorrogação das regras, contidas na Lei 14.034/2020 para o transporte aéreo de passageiros.";"";"";"2022-02-02T17:01:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131114";"";"2022-02-02T17:01:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação da Indicação n. 6/2022, pelo Deputado Capitão Alberto Neto  (REPUBLIC/AM), que ""Sugere ao Ministro-Chefe da Casa Civil que, no exercício da sua competência de coordenação e acompanhamento das atividades dos Ministérios na implantação de políticas públicas, promova as devidas articulações com o Ministério da Infraestrutura, por intermédio do Diretor-Presidente da ANAC, Juliano Alcântara Noman, prorrogação das regras, contidas na Lei 14.034/2020 para o transporte aéreo de passageiros"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131115"
"2313874";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313874";"PL";"76";"2022";"139";"Projeto de Lei";"Altera a Lei n.º 13.180, de 22 de outubro de 2015, acrescentando parágrafo único ao art. 2º, para instituir o conceito de renda complementar para o artesão aposentado por invalidez ou que tenha o Benefício da Prestação Continuada-BPC.";"";"";"2022-02-02T17:03:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131116";"";"2022-02-02T17:03:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 76/2022, pelo Deputado Otavio Leite (PSDB/RJ), que ""Altera a Lei n.º 13.180, de 22 de outubro de 2015, acrescentando parágrafo único ao art. 2º, para instituir o conceito de renda complementar para o artesão aposentado por invalidez ou que tenha o Benefício da Prestação Continuada-BPC"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131117"
"2313875";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313875";"PL";"78";"2022";"139";"Projeto de Lei";"Dispõe sobre a possibilidade de cobrança pela exibição de notícias em plataformas digitais.";"";"";"2022-02-02T17:03:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131120";"";"2022-02-02T17:03:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 78/2022, pelo Deputado José Nelto  (PODE/GO), que "" Dispõe sobre a possibilidade de cobrança pela exibição de notícias em plataformas digitais"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131121"
"2313876";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313876";"REQ";"7";"2022";"354";"Requerimento de Voto de regozijo ou louvor";"Requer aprovação de Voto de Regozijo e Louvor ao Jornal Gazeta de Ouro Fino, pelos seus 130 anos de fundação.";"";"";"2022-02-02T17:04:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131122";"";"2022-02-02T17:04:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Requerimento de Voto de regozijo ou louvor n. 7/2022, pelo Deputado Eduardo Barbosa  (PSDB/MG), que ""Requer aprovação de Voto de Regozijo e Louvor ao Jornal Gazeta de Ouro Fino, pelos seus 130 anos de fundação"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131123"
"2313877";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313877";"INC";"7";"2022";"133";"Indicação";"Sugere ao Ministro-Chefe da Casa Civil que, no exercício da sua competência de coordenação e acompanhamento das atividades dos Ministérios na implantação de políticas públicas, promova as devidas articulações com o Ministério do Turismo, através da Secretaria Especial de Cultura  –IPHAM , para garantir que seja criado o Museu dos Correios e os ciclos econômicos da Amazônia, na sede da Agência Central dos Correios e Telégrafos, visando   sua preservação e valorização  de seu patrimônio  cultural e arquitetônico para todo o Amazonas.";"";"";"2022-02-02T17:04:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131125";"";"2022-02-02T17:04:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação da Indicação n. 7/2022, pelo Deputado Capitão Alberto Neto  (REPUBLIC/AM), que ""Sugere ao Ministro-Chefe da Casa Civil que, no exercício da sua competência de coordenação e acompanhamento das atividades dos Ministérios na implantação de políticas públicas, promova as devidas articulações com o Ministério do Turismo, através da Secretaria Especial de Cultura  –IPHAM , para garantir que seja criado o Museu dos Correios e os ciclos econômicos da Amazônia, na sede da Agência Central dos Correios e Telégrafos, visando   sua preservação e valorização  de seu patrimônio  cultural e arquitetônico para todo o Amazonas.  "".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131126"
"2313880";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313880";"PL";"79";"2022";"139";"Projeto de Lei";"Dispõe sobre instituir melhoras significativas na legibilidade dos prazos de fabricação e validade das embalagens.";"";"";"2022-02-02T17:05:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131135";"";"2022-02-02T17:05:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 79/2022, pelo Deputado José Nelto  (PODE/GO), que ""Dispõe sobre instituir melhoras significativas na legibilidade dos prazos de fabricação e validade das embalagens"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131136"
"2313881";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313881";"INC";"8";"2022";"133";"Indicação";"Sugere ao Ministro-Chefe da Casa Civil que, no exercício da sua competência de coordenação e acompanhamento das atividades dos Ministérios na implantação de políticas públicas, que promova as devidas articulações com Ministério da Agricultura, Pecuária e Abastecimento – MAPA, para garantir o cumprimento das obrigações relativas do milho em grãos para alimentar o plantel no Amazonas.";"";"";"2022-02-02T17:06:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131138";"";"2022-02-02T17:06:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Chancela e Publicação do Despacho";"1210";"Apresentação da Indicação n. 8/2022, pelo Deputado Capitão Alberto Neto  (REPUBLIC/AM), que ""Sugere ao Ministro-Chefe da Casa Civil que, no exercício da sua competência de coordenação e acompanhamento das atividades dos Ministérios na implantação de políticas públicas, que promova as devidas articulações com Ministério da Agricultura, Pecuária e Abastecimento – MAPA, para garantir o cumprimento das obrigações relativas do milho em grãos para alimentar o plantel no Amazonas"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131139"
"2313884";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313884";"PL";"80";"2022";"139";"Projeto de Lei";"Altera a Lei nº 14.293, de 4 de janeiro de 2022, para permitir acesso ao Programa de Venda em Balcão a pequenos criadores de animais que, embora não detentores de DAP - Pronaf ativa, ou outro documento que venha a substituí-la, enquadrem-se em critérios objetivos estabelecidos para a definição da renda bruta anual vigente no âmbito do Pronaf";"";"";"2022-02-02T17:09:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131147";"";"2022-02-02T17:09:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 80/2022, pelo Deputado Capitão Alberto Neto  (REPUBLIC/AM), que ""Altera a Lei nº 14.293, de 4 de janeiro de 2022, para permitir acesso ao Programa de Venda em Balcão a pequenos criadores de animais que, embora não detentores de DAP - Pronaf ativa, ou outro documento que venha a substituí-la, enquadrem-se em critérios objetivos estabelecidos para a definição da renda bruta anual vigente no âmbito do Pronaf"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131148"
"2313885";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313885";"RIC";"5";"2022";"148";"Requerimento de Informação";"Requer do Excelentíssimo Ministro da Infraestrutura, Senhor Tarcísio Gomes de Freitas, por intermédio, do Diretor-Presidente da ANAC, Juliano Alcântara Noman, informações sobre as providencias adotadas para os passageiros diante do avanço da variante ômicron do SARS-CoV-2 e mudanças nas regras da aviação comercial durante o período da mesma.";"";"";"2022-02-02T17:12:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131149";"";"2022-02-02T17:12:00";"1";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Apresentação de Proposição";"100";"Aguardando Designação de Relator";"907";"Apresentação do Requerimento de Informação n. 5/2022, pelo Deputado Capitão Alberto Neto  (REPUBLIC/AM), que ""Requer do Excelentíssimo Ministro da Infraestrutura, Senhor Tarcísio Gomes de Freitas, por intermédio, do Diretor-Presidente da ANAC, Juliano Alcântara Noman, informações sobre as providencias adotadas para os passageiros diante do avanço da variante ômicron do SARS-CoV-2 e mudanças nas regras da aviação comercial durante o período da mesma"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131150"
"2313886";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313886";"PL";"81";"2022";"139";"Projeto de Lei";"Dispõe sobre o direito de toda mulher a ter acompanhante, pessoa de sua livre escolha, nas consultas e exames, inclusive os ginecológicos, nos estabelecimentos públicos e privados.";"";"";"2022-02-02T17:12:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131151";"";"2022-02-02T17:12:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Lei n. 81/2022, pelo Deputado Julio Cesar Ribeiro  (REPUBLIC/DF), que ""Dispõe sobre o direito de toda mulher a ter acompanhante, pessoa de sua livre escolha, nas consultas e exames, inclusive os ginecológicos, nos estabelecimentos públicos e privados"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131152"
"2313887";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313887";"PRLP";"1";"0";"891";"Parecer Preliminar de Plenário";"Institui o Programa Nacional de Apoio à Aquisição de Habitação para Profissionais da Segurança Pública - Programa Habite Seguro.";"";"";"2022-02-02T17:28:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2298445";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131153";"";"2022-02-02T17:28:00";"1";"";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"Apresentação de Proposição";"100";"Aguardando Providências Internas";"936";"Apresentação do Parecer Preliminar de Plenário n. 1 PLEN, pelo Deputado Coronel Tadeu  (PSL/SP).";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131155"
"2313888";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313888";"PDL";"10";"2022";"557";"Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo";"Susta as Portarias nºs 5, 6, 7 e 8 da SCTIE/MS, de 25 de janeiro de 2022 e a NOTA TÉCNICA Nº 3/2022-SCTIE/MS, de 25 de janeiro de 2022 e os efeitos delas decorrentes.";"";"";"2022-02-02T17:12:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131156";"";"2022-02-02T17:12:00";"1";"";"100001";"SECAP(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001";"";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do Projeto de Decreto Legislativo n. 10/2022, pelo Deputado Reginaldo Lopes  (PT/MG), que ""Susta as Portarias nºs 5, 6, 7 e 8 da SCTIE/MS, de 25 de janeiro de 2022 e a NOTA TÉCNICA Nº 3/2022-SCTIE/MS, de 25 de janeiro de 2022 e os efeitos delas decorrentes"".";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131156"
