"idVotacao";"uriVotacao";"siglaOrgao";"descricao";"siglaBancada";"uriBancada";"orientacao"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Obstrução"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PPS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36813";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"REDE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";"Obstrução"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PHS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36793";"Obstrução"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PtbProsPslPrp";"";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Obstrução"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PpAvante";"";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PR";"https://dadosabertos.camara.leg.br/api/v2/partidos/36814";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"Sim"
"2077691-20";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2077691-20";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.";"Solidaried";"";"Sim"
"2091000-106";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2091000-106";"PLEN";"Rejeitado o Requerimento. Sim: 14; não: 241; abstenção: 3; total: 258.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Obstrução"
"2091000-106";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2091000-106";"PLEN";"Rejeitado o Requerimento. Sim: 14; não: 241; abstenção: 3; total: 258.";"Podemos";"";"Não"
"2091000-106";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2091000-106";"PLEN";"Rejeitado o Requerimento. Sim: 14; não: 241; abstenção: 3; total: 258.";"REDE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";"Sim"
"2091000-106";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2091000-106";"PLEN";"Rejeitado o Requerimento. Sim: 14; não: 241; abstenção: 3; total: 258.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Obstrução"
