"idVotacao";"uriVotacao";"siglaOrgao";"descricao";"siglaBancada";"uriBancada";"orientacao"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PPS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36813";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Não"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"Solidaried";"";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PrPtdobPrp";"";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PpPros";"";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PMN";"https://dadosabertos.camara.leg.br/api/v2/partidos/36801";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Sim"
"604604-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/604604-4";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 271; não: 18; abstenções: 3; total: 292.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Sim"
"512308-103";"https://dadosabertos.camara.leg.br/api/v2/votacoes/512308-103";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 55 de 2011. Sim: 383; Total: 383.  
DCD de 12/12/13 PÁG 59122 COL 01.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"Sim"
"512308-103";"https://dadosabertos.camara.leg.br/api/v2/votacoes/512308-103";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 55 de 2011. Sim: 383; Total: 383.  
DCD de 12/12/13 PÁG 59122 COL 01.";"PMN";"https://dadosabertos.camara.leg.br/api/v2/partidos/36801";"Sim"
"512308-103";"https://dadosabertos.camara.leg.br/api/v2/votacoes/512308-103";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 55 de 2011. Sim: 383; Total: 383.  
DCD de 12/12/13 PÁG 59122 COL 01.";"PPS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36813";"Sim"
"512308-103";"https://dadosabertos.camara.leg.br/api/v2/votacoes/512308-103";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 55 de 2011. Sim: 383; Total: 383.  
DCD de 12/12/13 PÁG 59122 COL 01.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Sim"
"512308-103";"https://dadosabertos.camara.leg.br/api/v2/votacoes/512308-103";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 55 de 2011. Sim: 383; Total: 383.  
DCD de 12/12/13 PÁG 59122 COL 01.";"Solidaried";"";"Sim"
"512308-103";"https://dadosabertos.camara.leg.br/api/v2/votacoes/512308-103";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 55 de 2011. Sim: 383; Total: 383.  
DCD de 12/12/13 PÁG 59122 COL 01.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Sim"
