"idVotacao";"uriVotacao";"siglaOrgao";"descricao";"siglaBancada";"uriBancada";"orientacao"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"Sim"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Não"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PHS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36793";"Sim"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/36809";"Sim"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PPS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36813";"Liberado"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Sim"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Não"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PsbPdtPCdoBPmnPrb";"";"Sim"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"Sim"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Sim"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PmdbPtc";"";"Sim"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"GOV.";"";"Sim"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PR";"https://dadosabertos.camara.leg.br/api/v2/partidos/36814";"Sim"
"373907-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/373907-63";"PLEN";"Aprovado o Projeto de Decreto Legislativo nº 387, de 2007. Sim: 265; Não: 61; Abstenção: 6; Total: 332.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"Sim"
"421658-7";"https://dadosabertos.camara.leg.br/api/v2/votacoes/421658-7";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD).  Sim: 302; Não: 24; Abstenção: 1; Total: 327.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Sim"
"421658-7";"https://dadosabertos.camara.leg.br/api/v2/votacoes/421658-7";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD).  Sim: 302; Não: 24; Abstenção: 1; Total: 327.";"PmdbPtc";"";"Sim"
